gene_id	transcript_id(s)	Naive_EZH2i_R1	Naive_EZH2i_R2	Naive_EZH2i_R3	Naive_R1	Naive_R2	Naive_R3	Primed_EZH2i_R1	Primed_EZH2i_R2	Primed_EZH2i_R3	Primed_R1	Primed_R2	Primed_R3
SPANXC	NM_022661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPANXD	NM_032417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPANXN1	NM_001009614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPANXN2	NM_001009615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPANXN3	NM_001009609	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPANXN4	NM_001009613	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPANXN5	NM_001009616	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPARC	NM_001309443,NM_001309444,NM_003118	7855.00	7559.00	7456.00	5322.00	5027.00	5827.00	6922.00	6759.00	6410.00	6476.00	6445.00	6770.00
SPARCL1	NM_001128310,NM_001291976,NM_001291977,NM_004684	1.00	0.00	0.00	0.00	0.00	0.00	6.00	8.00	9.00	11.00	2.00	14.00
SPAST	NM_014946,NM_199436	27.00	36.00	48.00	78.00	80.00	85.00	456.00	452.00	368.00	474.00	462.00	443.00
SPATA1	NM_001310156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA12	NM_181727	0.00	0.00	0.00	0.00	0.00	0.00	3.00	5.00	7.00	18.00	13.00	19.00
SPATA13	NM_001166271,NM_001286792,NM_001286793,NM_001286794,NM_001286795,NM_153023,NR_104595	39.00	41.00	39.00	72.00	69.00	63.00	753.00	757.00	663.00	669.00	688.00	600.00
SPATA13-AS1	NR_046531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA16	NM_031955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
SPATA17	NM_138796	0.00	0.00	0.00	1.00	0.00	1.00	3.00	16.00	4.00	8.00	10.00	6.00
SPATA17-AS1	NR_125784	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA18	NM_001297608,NM_145263,NR_123728	17.00	19.00	22.00	30.00	29.00	20.00	133.00	109.00	134.00	96.00	114.00	113.00
SPATA19	NM_001291992,NM_174927	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA2	NM_001135773,NM_006038	63.00	78.00	73.00	111.00	130.00	127.00	388.00	480.00	415.00	310.00	359.00	430.00
SPATA20	NM_001258372,NM_001258373,NM_022827	57.00	56.00	41.00	22.00	23.00	25.00	623.00	732.00	715.00	650.00	656.00	799.00
SPATA21	NM_198546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00
SPATA22	NM_001170695,NM_001170696,NM_001170697,NM_001170698,NM_001170699,NM_032598	14.00	22.00	10.00	26.00	16.00	11.00	9.00	3.00	2.00	5.00	3.00	1.00
SPATA24	NM_194296	2.00	1.00	2.00	9.00	2.00	1.00	56.00	41.00	30.00	44.00	30.00	40.00
SPATA25	NM_080608	0.00	3.00	1.00	2.00	0.00	3.00	2.00	12.00	17.00	11.00	6.00	6.00
SPATA2L	NM_152339	10.00	18.00	5.00	24.00	30.00	35.00	200.00	289.00	260.00	205.00	228.00	270.00
SPATA3	NM_139073	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA3-AS1	NR_033879	0.00	0.00	0.00	2.00	1.00	3.00	10.00	12.00	4.00	12.00	6.00	10.00
SPATA31A1	NM_001085452	0.00	0.00	0.00	0.00	0.00	0.00	9.87	10.00	0.00	3.80	0.00	4.48
SPATA31A3	NM_001083124	0.00	0.00	0.00	0.00	0.00	0.00	2.89	8.44	3.63	6.11	9.33	0.36
SPATA31A5	NM_001113541,NM_001113541_1	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.07	0.05	0.03	0.00	0.77
SPATA31A6	NM_001145196	0.00	0.00	0.00	0.00	1.00	0.00	2.53	2.64	1.40	2.05	4.67	1.95
SPATA31A7	NM_015667,NM_015667_1	0.00	0.00	0.00	0.00	0.00	0.00	4.67	11.85	6.92	3.00	0.00	15.44
SPATA31C1	NM_001145124	0.00	0.00	0.00	0.00	1.00	0.00	11.81	13.80	8.88	24.64	11.97	22.61
SPATA31C2	NM_001166137	0.00	0.00	0.00	0.00	0.00	0.00	14.19	15.20	20.12	20.36	34.03	34.39
SPATA31D1	NM_001001670	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA31D3	NM_207416	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA31D4	NM_001145197	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA31D5P	NR_026851	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA31E1	NM_178828	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.00	19.00	5.00	9.00	10.00
SPATA32	NM_152343	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	1.00	3.00
SPATA33	NM_001271907,NM_001271908,NM_001271909,NM_001271910,NM_153025,NR_073515,NR_073516	14.00	13.00	10.00	14.00	21.00	30.00	98.00	181.00	105.00	79.00	83.00	108.00
SPATA4	NM_144644	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00
SPATA41	NR_028139,NR_028140	0.00	0.00	0.00	0.00	1.00	0.00	3.00	5.00	6.00	5.00	4.00	9.00
SPATA42	NR_034168,NR_049777	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA45	NM_001024601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
SPATA5	NM_145207	14.00	18.00	31.00	47.00	46.00	45.00	157.00	137.00	168.00	191.00	152.00	154.00
SPATA5L1	NM_024063,NR_027635	49.00	50.00	56.00	66.00	48.00	83.00	176.00	204.00	156.00	139.00	161.00	155.00
SPATA6	NM_001286238,NM_001286239,NM_019073	13.00	10.00	18.00	27.00	22.00	24.00	284.00	295.00	304.00	280.00	257.00	246.00
SPATA6L	NM_001039395	0.00	0.00	0.00	2.00	0.00	0.00	8.00	10.00	7.00	6.00	12.00	6.00
SPATA7	NM_001040428,NM_018418	3.00	7.00	7.00	8.00	18.00	7.00	188.00	175.00	180.00	196.00	162.00	153.00
SPATA8	NM_001304804,NM_001304805,NM_001304806,NM_173499	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00
SPATA8-AS1	NR_102753,NR_102754	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATA9	NM_031952,NR_125327,NR_125328,NR_125329,NR_125330	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
SPATC1	NM_001134374,NM_198572	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATC1L	NM_001142854,NM_032261	0.00	0.00	0.00	1.00	1.00	0.00	922.00	1199.00	1045.00	930.00	984.00	1117.00
SPATS1	NM_145026	0.00	1.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPATS2	NM_001293285,NM_001293286,NM_023071,NR_120663	47.00	56.00	45.00	65.00	61.00	47.00	816.00	856.00	743.00	864.00	763.00	748.00
SPATS2L	NM_001100422,NM_001100423,NM_001100424,NM_001282735,NM_001282743,NM_001282744,NM_015535	166.00	190.00	169.00	37.00	43.00	49.00	556.00	586.00	497.00	783.00	871.00	913.00
SPC24	NM_182513	5.00	5.00	13.00	5.00	9.00	8.00	120.00	164.00	129.00	109.00	132.00	133.00
SPC25	NM_020675	29.00	44.00	35.00	53.00	76.00	48.00	348.00	392.00	327.00	358.00	318.00	304.00
SPCS1	NM_014041	155.00	144.00	145.00	239.00	217.00	217.00	988.00	949.00	984.00	965.00	910.00	926.00
SPCS2	NM_014752	128.00	122.00	142.00	176.00	201.00	186.00	793.00	747.00	663.00	761.00	703.00	689.00
SPCS3	NM_021928	228.00	232.00	279.00	258.00	253.00	228.00	1485.00	1308.00	1288.00	1498.00	1345.00	1195.00
SPDEF	NM_001252294,NM_012391	3.00	1.00	0.00	0.00	2.00	1.00	14.00	19.00	25.00	5.00	6.00	22.00
SPDL1	NM_017785	98.00	129.00	153.00	121.00	123.00	114.00	727.00	713.00	605.00	674.00	671.00	676.00
SPDYA	NM_001008779,NM_001142634,NM_182756	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.00	1.00	2.00	2.00	3.00
SPDYC	NM_001008778	1.00	2.00	0.00	0.00	0.00	1.00	17.00	11.00	13.00	9.00	2.00	10.00
SPDYE1	NM_175064	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	2.00	0.00
SPDYE2	NM_001031618,NM_001031618_1	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00
SPDYE2B	NM_001166339,NM_001166339_1	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00
SPDYE3	NM_001004351	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPDYE4	NM_001128076	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPDYE5	NM_001306141	0.00	0.00	1.00	8.00	8.00	4.00	0.00	1.00	1.00	0.00	0.00	0.00
SPDYE6	NM_001146210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
SPDYE7P	NR_003666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
SPDYE8P	NR_003664,NR_003664_1,NR_003664_2,NR_003664_3,NR_003664_4	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00
SPECC1	NM_001033553,NM_001033554,NM_001033555,NM_001243438,NM_001243439,NM_152904	137.00	173.00	155.00	241.00	264.00	247.00	1516.00	1673.00	1454.00	1631.00	1640.00	1718.00
SPECC1L	NM_001145468,NM_001254732,NM_001254733,NM_015330	180.00	190.00	197.60	381.00	365.00	392.00	1600.08	1606.00	1424.59	1636.00	1780.00	1673.46
SPECC1L-ADORA2A	NR_103546	0.00	0.00	11.40	0.00	0.00	0.00	12.28	0.00	27.96	0.00	0.00	7.69
SPEF1	NM_015417	0.00	1.00	0.00	0.00	0.00	0.00	2.00	6.00	4.00	3.00	11.00	6.00
SPEF2	NM_024867,NM_144722	4.00	3.00	2.00	4.00	3.00	2.00	24.00	21.00	22.00	11.00	14.00	2.00
SPEG	NM_001173476,NM_005876	54.00	41.00	46.00	20.00	16.00	28.00	735.00	952.00	889.00	572.00	750.00	749.00
SPEM1	NM_199339	0.00	2.00	1.00	0.00	1.00	1.00	4.00	5.00	3.00	0.00	10.00	0.00
SPEN	NM_015001	296.00	265.00	272.00	597.00	519.00	518.00	2429.00	2481.00	2206.00	2242.00	2666.00	2547.00
SPERT	NM_001286341,NM_001286342,NM_152719	0.00	0.00	1.00	0.00	0.00	1.00	1.00	7.00	2.00	7.00	5.00	5.00
SPESP1	NM_145658	23.00	21.00	19.00	13.00	11.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00
SPG11	NM_001160227,NM_025137	87.00	96.00	83.00	106.00	117.00	85.00	1261.00	1377.00	1212.00	1173.00	1222.00	1188.00
SPG20	NM_001142294,NM_001142295,NM_001142296,NM_015087	100.00	130.00	121.00	230.00	253.00	182.00	759.00	850.00	704.00	874.00	828.00	802.00
SPG20-AS1	NR_045180,NR_045181	1.00	0.00	0.00	0.00	0.00	0.00	3.00	3.00	1.00	1.00	0.00	0.00
SPG21	NM_001127889,NM_001127890,NM_016630	107.00	91.00	120.00	149.00	134.00	154.00	1107.00	1075.00	1033.00	890.00	851.00	949.00
SPG7	NM_003119,NM_199367	88.00	101.00	96.00	196.00	179.00	200.00	1212.00	1627.00	1291.00	1411.00	1453.00	1493.00
SPHAR	NM_006542	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPHK1	NM_001142601,NM_001142602,NM_021972,NM_182965	8.00	4.00	7.00	17.00	15.00	17.00	37.00	41.00	36.00	27.00	22.00	25.00
SPHK2	NM_001204158,NM_001204159,NM_001204160,NM_001243876,NM_020126	30.00	28.00	23.00	30.00	22.00	35.00	383.00	526.00	456.00	430.00	481.00	512.00
SPHKAP	NM_001142644,NM_030623	2.00	0.00	0.00	0.00	0.00	0.00	2.00	3.00	2.00	0.00	2.00	0.00
SPI1	NM_001080547,NM_003120	3.00	3.00	4.00	6.00	2.00	6.00	3.00	6.00	4.00	3.00	8.00	6.00
SPIB	NM_001243998,NM_001243999,NM_001244000,NM_003121	4.00	1.00	1.00	5.00	6.00	5.00	46.00	36.00	32.00	47.00	40.00	40.00
SPIC	NM_152323	4.00	0.00	0.00	19.00	14.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00
SPICE1	NM_144718	33.00	42.00	40.00	39.00	36.00	35.00	337.00	328.00	305.00	278.00	291.00	282.00
SPIDR	NM_001080394,NM_001282916,NM_001282919,NR_104581	40.00	41.00	50.00	85.00	72.00	72.00	696.00	758.00	609.00	698.00	745.00	708.00
SPIN1	NM_006717	416.00	414.00	467.00	997.00	1011.00	969.00	2742.00	2588.00	2531.00	2695.00	2598.00	2436.00
SPIN2A	NM_019003	0.00	0.00	1.46	0.00	2.00	0.00	8.78	19.70	17.10	7.01	16.89	1.74
SPIN2B	NM_001006681,NM_001006682,NM_001006683,NM_001282461,NM_001282462	5.00	1.00	4.54	10.00	7.00	14.00	43.22	48.30	57.90	63.99	66.11	66.26
SPIN3	NM_001010862,NR_027139	12.00	12.00	6.00	17.00	21.00	27.00	140.00	146.00	182.00	167.00	169.00	173.00
SPIN4	NM_001012968	33.00	30.00	37.00	48.00	47.00	44.00	203.00	177.00	141.00	230.00	192.00	204.00
SPINK1	NM_003122	0.00	4.00	3.00	0.00	0.00	0.00	10.00	13.00	12.00	4.00	5.00	9.00
SPINK13	NM_001040129	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPINK14	NM_001001325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPINK2	NM_001271718,NM_001271719,NM_001271720,NM_001271721,NM_001271722,NM_021114,NR_073417,NR_073418,NR_073419	2.00	2.00	2.00	4.00	5.00	0.00	25.00	23.00	20.00	11.00	8.00	10.00
SPINK4	NM_014471	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPINK5	NM_001127698,NM_001127699,NM_006846	1.00	7.00	4.00	38.00	45.00	24.00	33.00	21.00	29.00	33.00	35.00	28.00
SPINK6	NM_001195290,NM_205841	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPINK7	NM_032566	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPINK8	NM_001080525	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
SPINK9	NM_001040433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPINT1	NM_001032367,NM_003710,NM_181642	542.00	519.00	500.00	1052.00	1005.00	1295.00	3460.00	3759.00	3325.00	3059.00	3331.00	3640.00
SPINT2	NM_001166103,NM_021102	394.00	451.00	423.00	1140.00	1112.00	1227.00	2901.00	3230.00	2670.00	2844.00	2770.00	2976.00
SPINT3	NM_006652	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPINT4	NM_178455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPIRE1	NM_001128626,NM_001128627,NM_020148	32.00	32.00	28.00	56.00	49.00	59.00	583.00	553.00	489.00	490.00	420.00	478.00
SPIRE2	NM_032451	8.00	14.00	5.00	17.00	20.00	28.00	138.00	168.00	160.00	127.00	138.00	152.00
SPN	NM_001030288,NM_003123	1.00	6.00	3.00	0.00	0.00	0.00	21.00	33.00	22.00	13.00	18.00	14.00
SPNS1	NM_001142448,NM_001142449,NM_001142450,NM_001142451,NM_032038	240.00	209.00	206.00	360.00	300.00	399.00	751.00	880.00	792.00	717.00	686.00	749.00
SPNS2	NM_001124758	3.00	5.00	6.00	5.00	1.00	2.00	141.00	166.00	151.00	59.00	58.00	62.00
SPNS3	NM_182538	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	2.00
SPO11	NM_012444,NM_198265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPOCD1	NM_001281987,NM_001281988,NM_144569	2.00	2.00	0.00	0.00	0.00	1.00	76.00	116.00	108.00	74.00	95.00	89.00
SPOCK1	NM_004598	55.00	65.00	69.00	1.00	1.00	1.00	1303.00	1173.00	1161.00	676.00	740.00	673.00
SPOCK2	NM_001134434,NM_001244950,NM_014767	29.00	18.00	21.00	3.00	4.00	1.00	218.00	230.00	213.00	72.00	55.00	80.00
SPOCK3	NM_001040159,NM_001204352,NM_001204353,NM_001204354,NM_001204355,NM_001204356,NM_001204358,NM_001251967,NM_016950	1.00	0.00	2.00	0.00	0.00	0.00	13.00	7.00	6.00	5.00	4.00	0.00
SPON1	NM_006108	278.00	253.00	284.00	41.00	53.00	54.00	325.00	335.00	268.00	70.00	81.00	112.00
SPON2	NM_001128325,NM_001199021,NM_012445	113.00	125.00	123.00	42.00	23.00	34.00	147.00	211.00	178.00	73.00	90.00	93.00
SPOP	NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_003563	26.00	39.00	40.00	24.00	39.00	25.00	356.00	338.00	309.00	390.00	292.00	354.00
SPOPL	NM_001001664	30.00	18.00	36.00	29.00	22.00	45.00	289.00	232.00	258.00	327.00	279.00	214.00
SPP1	NM_000582,NM_001040058,NM_001040060,NM_001251829,NM_001251830	8.00	7.00	8.00	40.00	51.00	44.00	715.00	653.00	523.00	544.00	558.00	642.00
SPP2	NM_006944	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPPL2A	NM_032802	147.00	137.00	163.00	141.00	157.00	132.00	204.00	193.00	152.00	212.00	201.00	185.00
SPPL2B	NM_001077238,NM_152988	64.00	65.00	55.00	62.00	36.00	52.00	852.00	968.00	998.00	769.00	834.00	947.00
SPPL2C	NM_175882_1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPPL3	NM_139015	151.00	149.00	124.00	198.00	203.00	214.00	1061.00	977.00	1042.00	945.00	899.00	1018.00
SPR	NM_003124	31.00	23.00	17.00	46.00	34.00	41.00	134.00	154.00	120.00	67.00	82.00	78.00
SPRED1	NM_152594	27.00	19.00	22.00	20.00	22.00	26.00	856.00	794.00	678.00	984.00	937.00	809.00
SPRED2	NM_001128210,NM_181784	99.00	75.00	77.00	122.00	103.00	113.00	890.00	770.00	843.00	530.00	454.00	477.00
SPRED3	NM_001042522,NR_073032	2.00	2.00	3.00	0.00	4.00	1.00	174.00	210.00	219.00	154.00	159.00	119.00
SPRN	NM_001012508	0.00	1.00	0.00	1.00	1.00	4.00	35.00	33.00	32.00	19.00	35.00	18.00
SPRNP1	NR_033789	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR1A	NM_001199828,NM_005987	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR1B	NM_003125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
SPRR2A	NM_005988	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR2B	NM_001017418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR2C	NR_003062	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR2D	NM_006945	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR2E	NM_001024209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR2F	NM_001014450	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR2G	NM_001014291	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR3	NM_001097589,NM_005416	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRR4	NM_173080	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPRTN	NM_001010984,NM_001261462,NM_032018	32.00	33.00	34.00	39.00	44.00	36.00	133.00	128.00	112.00	132.00	137.00	151.00
SPRY1	NM_001258038,NM_001258039,NM_005841,NM_199327	6.00	3.00	4.00	8.00	17.00	10.00	391.00	446.00	454.00	383.00	416.00	407.00
SPRY2	NM_005842	25.00	23.00	22.00	85.00	66.00	80.00	390.00	429.00	392.00	334.00	318.00	345.00
SPRY3	NM_001304990,NM_005840,NM_005840_1	4.00	0.00	1.00	0.00	0.00	1.00	185.00	210.00	251.00	275.00	264.00	269.00
SPRY4	NM_001127496,NM_001293289,NM_001293290,NM_030964	3.00	2.00	2.00	6.00	6.00	5.00	890.00	784.00	743.00	677.00	734.00	752.00
SPRY4-IT1	NR_131221	0.00	0.00	0.00	0.00	0.00	0.00	4.00	5.00	3.00	3.00	1.00	2.00
SPRYD3	NM_032840	62.00	69.00	71.00	58.00	81.00	81.00	179.00	201.00	206.00	199.00	187.00	206.00
SPRYD4	NM_207344	29.00	21.00	17.00	31.00	43.00	48.00	115.00	122.00	135.00	145.00	130.00	147.00
SPRYD7	NM_001127482,NM_020456,NR_023351	33.00	37.00	37.00	36.00	26.00	28.00	103.00	112.00	96.00	100.00	70.00	85.00
SPSB1	NM_025106	50.00	40.00	59.00	32.00	31.00	35.00	172.00	181.00	206.00	92.00	137.00	167.00
SPSB2	NM_001146316,NM_032641	31.00	37.00	25.00	102.00	73.00	87.00	149.00	241.00	179.00	101.00	138.00	126.00
SPSB3	NM_080861	35.00	41.00	41.00	101.00	96.00	108.00	357.00	470.00	418.00	330.00	357.00	400.00
SPSB4	NM_080862	60.00	54.00	48.00	24.00	23.00	23.00	257.00	320.00	309.00	186.00	199.00	192.00
SPTA1	NM_003126	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPTAN1	NM_001130438,NM_001195532,NM_003127	762.00	826.00	795.00	988.00	996.00	1062.00	6788.00	7643.00	5899.00	6984.00	7229.00	6977.00
SPTB	NM_000347,NM_001024858	12.00	20.00	4.00	16.00	10.00	11.00	282.00	384.00	280.00	167.00	171.00	156.00
SPTBN1	NM_003128,NM_178313	733.00	724.00	781.00	1659.00	1632.00	1590.00	6667.00	7170.00	5762.00	6919.00	7272.00	6854.00
SPTBN2	NM_006946	770.00	783.00	781.00	190.00	212.00	246.00	2650.00	3422.00	2720.00	2193.00	2526.00	2367.00
SPTBN4	NM_020971,NM_025213	1.00	0.00	6.00	5.00	0.00	3.00	126.00	172.00	132.00	89.00	116.00	124.00
SPTBN5	NM_016642	16.00	16.00	18.00	7.00	7.00	9.00	53.00	47.00	49.00	33.00	30.00	33.00
SPTLC1	NM_001281303,NM_006415,NM_178324	207.00	183.00	227.00	349.00	351.00	296.00	947.00	847.00	796.00	949.00	867.00	825.00
SPTLC2	NM_004863	194.00	180.00	226.00	778.00	736.00	707.00	950.00	758.00	776.00	867.00	913.00	873.00
SPTLC3	NM_018327	18.00	20.00	10.00	3.00	1.00	2.00	29.00	19.00	28.00	11.00	11.00	18.00
SPTSSA	NM_138288	129.00	160.00	136.00	356.00	373.00	296.00	562.00	523.00	537.00	701.00	544.00	517.00
SPTSSB	NM_001040100	0.00	0.00	0.00	0.00	0.00	0.00	44.00	31.00	53.00	67.00	62.00	81.00
SPTY2D1	NM_194285	153.00	141.00	142.00	197.00	192.00	167.00	501.00	454.00	402.00	419.00	482.00	432.00
SPTY2D1-AS1	NR_038360	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	2.00	0.00
SPX	NM_030572	0.00	1.00	1.00	0.00	1.00	2.00	0.00	4.00	3.00	1.00	0.00	3.00
SPZ1	NM_032567	0.00	1.00	2.00	1.00	2.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00
SQLE	NM_003129	614.00	600.00	599.00	830.00	815.00	728.00	1763.00	1660.00	1548.00	1867.00	1669.00	1571.00
SQRDL	NM_001271213,NM_021199	0.00	0.00	0.00	0.00	0.00	0.00	6.00	11.00	5.00	4.00	3.00	5.00
SQSTM1	NM_001142298,NM_001142299,NM_003900	481.00	515.00	459.00	410.00	362.00	444.00	1427.00	1506.00	1408.00	1226.00	1245.00	1453.00
SRA1	NM_001035235,NM_001253764,NR_045586,NR_045587	132.00	120.00	100.00	161.00	146.00	153.00	630.00	712.00	615.00	554.00	558.00	605.00
SRBD1	NM_018079	38.00	39.00	54.00	58.00	61.00	64.00	536.00	530.00	451.00	548.00	499.00	521.00
SRC	NM_005417,NM_198291	181.00	159.00	169.00	89.00	72.00	79.00	1089.00	1228.00	1111.00	949.00	1106.00	1152.00
SRCAP	NM_006662	531.00	441.00	413.00	979.00	839.00	940.00	2308.00	2517.00	2249.00	1737.00	2157.00	2197.00
SRCIN1	NM_025248	8.00	2.00	5.00	9.00	5.00	19.00	224.00	292.00	243.00	152.00	178.00	180.00
SRD5A1	NM_001047	15.00	21.00	21.00	33.00	33.00	30.00	390.00	373.00	307.00	382.00	363.00	330.00
SRD5A1P1	NR_028597	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SRD5A2	NM_000348	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00	0.00
SRD5A3	NM_024592	46.00	80.00	58.00	121.00	109.00	109.00	749.00	667.00	718.00	714.00	678.00	713.00
SRD5A3-AS1	NR_037969	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SREBF1	NM_001005291,NM_004176	276.00	250.00	252.00	539.00	617.00	772.00	714.00	900.00	748.00	567.00	603.00	668.00
SREBF2	NM_004599,NR_103834	1127.00	1027.00	1053.00	1354.00	1312.00	1527.00	8542.00	9272.00	8743.00	7103.00	7941.00	8079.00
SREK1	NM_001077199,NM_001270492,NM_001270493,NM_139168	111.00	128.00	145.00	171.00	187.00	160.00	665.00	630.00	571.00	735.00	632.00	575.00
SREK1IP1	NM_173829	42.00	41.00	29.00	63.00	86.00	55.00	475.00	457.00	398.00	565.00	501.00	447.00
