gene_id	transcript_id(s)	H9_naive_EZH2i_R1	H9_naive_none_R1
NEMP2	NM_001142645	4.00	6.00
NENF	NM_013349,NR_026598	26.00	21.00
NEO1	NM_001172623,NM_001172624,NM_002499	243.00	256.00
NES	NM_006617	272.00	526.00
NET1	NM_001047160,NM_005863,NR_073040	207.00	114.00
NETO1	NM_001201465,NM_138966,NM_138999	0.00	3.00
NETO2	NM_001201477,NM_018092	127.00	254.00
NEU1	NM_000434	322.00	342.00
NEU2	NM_005383	0.00	0.00
NEU3	NM_006656	4.00	10.00
NEU4	NM_001167599_1,NM_001167600_1,NM_001167601,NM_001167602,NM_080741_1	0.00	0.00
NEURL1	NM_004210	37.00	36.00
NEURL1-AS1	NR_120675,NR_120676	0.00	0.00
NEURL1B	NM_001142651,NM_001308177,NM_001308178	7.00	2.00
NEURL2	NM_001278535,NM_080749	12.00	9.00
NEURL3	NM_001285485,NM_001285486,NR_104346	0.00	0.00
NEURL4	NM_001005408,NM_032442	82.00	165.00
NEUROD1	NM_002500	0.00	0.00
NEUROD2	NM_006160	0.00	0.00
NEUROD4	NM_021191	0.00	0.00
NEUROD6	NM_022728	0.00	0.00
NEUROG1	NM_006161	2.00	3.00
NEUROG2	NM_024019	0.00	0.00
NEUROG3	NM_020999	2.00	0.00
NEXN	NM_001172309,NM_144573	18.00	23.00
NEXN-AS1	NR_103535	0.00	0.00
NF1	NM_000267,NM_001042492,NM_001128147	159.00	219.00
NF1P2	NR_028506,NR_028506_1,NR_028506_2,NR_028506_3	0.00	0.00
NF2	NM_000268,NM_016418,NM_181825,NM_181828,NM_181829,NM_181830,NM_181831,NM_181832,NM_181833	202.00	572.00
NFAM1	NM_145912	1.00	0.00
NFASC	NM_001005388,NM_001005389,NM_001160331,NM_001160332,NM_001160333,NM_015090	0.00	2.00
NFAT5	NM_001113178,NM_006599,NM_138713,NM_138714,NM_173214,NM_173215	83.00	117.00
NFATC1	NM_001278669,NM_001278670,NM_001278672,NM_001278673,NM_001278675,NM_006162,NM_172387,NM_172388,NM_172389,NM_172390	42.00	33.00
NFATC2	NM_001136021,NM_001258292,NM_001258294,NM_001258295,NM_001258296,NM_001258297,NM_012340,NM_173091	5.00	4.00
NFATC2IP	NM_032815	120.00	296.00
NFATC3	NM_004555,NM_173163,NM_173165	130.00	199.00
NFATC4	NM_001136022,NM_001198965,NM_001198966,NM_001198967,NM_001288802,NM_004554	28.00	9.00
NFE2	NM_001136023,NM_001261461,NM_006163	3.00	5.00
NFE2L1	NM_003204	565.00	1086.00
NFE2L2	NM_001145412,NM_001145413,NM_006164	107.00	144.00
NFE2L3	NM_004289	85.00	112.00
NFE4	NM_001085386	0.00	0.00
NFIA	NM_001134673,NM_001145511,NM_001145512,NM_005595	38.00	47.00
NFIA-AS1	NR_104180	0.00	0.00
NFIA-AS2	NR_110617,NR_110618	0.00	0.00
NFIB	NM_001190737,NM_001190738,NM_001282787,NM_005596	48.00	54.00
NFIC	NM_001245002,NM_001245004,NM_001245005,NM_005597,NM_205843	37.00	21.00
NFIL3	NM_001289999,NM_001290000,NM_005384	51.00	33.00
NFIX	NM_001271043,NM_001271044,NM_002501	369.00	307.00
NFKB1	NM_001165412,NM_003998	61.00	66.00
NFKB2	NM_001077494,NM_001261403,NM_001288724,NM_002502	422.00	1242.00
NFKBIA	NM_020529	148.00	360.00
NFKBIB	NM_001243116,NM_002503,NR_040515	84.00	150.00
NFKBID	NM_139239	1.00	7.00
NFKBIE	NM_004556	21.00	38.00
NFKBIL1	NM_001144961_1,NM_001144962,NM_001144963,NM_005007	39.00	59.00
NFKBIZ	NM_001005474,NM_031419	13.00	3.00
NFRKB	NM_001143835,NM_006165	153.00	183.00
NFS1	NM_001198989,NM_021100,NR_037570	45.00	70.00
NFU1	NM_001002755,NM_001002756,NM_015700,NR_045631,NR_045632	65.00	98.00
NFX1	NM_002504,NM_147133,NM_147134	109.00	230.00
NFXL1	NM_001278623,NM_001278624,NM_152995,NR_103795	42.00	78.00
NFYA	NM_002505,NM_021705	94.00	152.00
NFYB	NM_006166	41.00	70.00
NFYC	NM_001142587,NM_001142588,NM_001142589,NM_001142590,NM_001308114,NM_001308115,NM_014223	147.00	280.00
NFYC-AS1	NR_024567	3.00	4.00
NGB	NM_021257	0.00	2.00
NGDN	NM_001042635,NM_015514	57.00	102.00
NGEF	NM_001114090,NM_019850	15.00	69.00
NGF	NM_002506	6.00	0.00
NGFR	NM_002507	12.00	17.00
NGFRAP1	NM_001282674,NM_014380,NM_206915,NM_206917	221.00	46.00
NGLY1	NM_001145293,NM_001145294,NM_001145295,NM_018297	55.00	76.00
NGRN	NM_001033088,NR_028052	109.00	169.00
NHEG1	NR_027994	0.00	0.00
NHEJ1	NM_024782	43.00	69.00
NHLH1	NM_005598	3.00	1.00
NHLH2	NM_001111061,NM_005599	1.00	1.00
NHLRC1	NM_198586	1.00	1.00
NHLRC2	NM_198514	26.00	78.00
NHLRC3	NM_001012754,NM_001017370,NR_073109	14.00	25.00
NHLRC4	NM_001301159,NM_176677	0.00	0.00
NHP2	NM_001034833,NM_017838	195.00	489.00
NHS	NM_001136024,NM_001291867,NM_001291868,NM_198270	36.00	27.00
NHS-AS1	NR_046632	0.00	0.00
NHSL1	NM_001144060,NM_020464	113.00	139.00
NHSL2	NM_001013627	2.00	0.00
NICN1	NM_032316	19.00	27.00
NID1	NM_002508	541.00	198.00
NID2	NM_007361	3439.00	804.00
NIF3L1	NM_001136039,NM_001142355,NM_001142356,NM_021824	42.00	138.00
NIFK	NM_032390	184.00	350.00
NIFK-AS1	NR_037856,NR_037857,NR_037858	3.00	4.00
NIM1K	NM_153361,NR_072980	0.00	0.00
NIN	NM_016350,NM_020921,NM_182944,NM_182946	73.00	149.00
NINJ1	NM_004148	62.00	39.00
NINJ2	NM_001294345,NM_001294346,NM_016533	1.00	6.00
NINL	NM_025176	42.00	66.00
NIP7	NM_001199434,NM_016101	150.00	289.00
NIPA1	NM_001142275,NM_144599	10.00	14.00
NIPA2	NM_001008860,NM_001008892,NM_001008894,NM_001184888,NM_001184889,NM_030922	253.00	560.00
NIPAL1	NM_207330	16.00	46.00
NIPAL2	NM_024759	4.00	1.00
NIPAL3	NM_020448	19.00	22.00
NIPAL4	NM_001099287,NM_001172292	1.00	0.00
NIPBL	NM_015384,NM_133433	277.00	348.00
NIPBL-AS1	NR_046262	12.00	3.00
NIPSNAP1	NM_001202502,NM_003634	135.00	118.00
NIPSNAP3A	NM_015469	20.00	18.00
NIPSNAP3B	NM_018376,NR_130759,NR_130760	0.00	4.00
NISCH	NM_001276293,NM_001276294,NM_007184	295.00	407.00
NIT1	NM_001185092,NM_001185093,NM_001185094,NM_005600	34.00	47.00
NIT2	NM_020202	50.00	127.00
NKAIN1	NM_024522	9.00	3.00
NKAIN2	NM_001040214,NM_001300737,NM_001300738,NM_001300740,NM_153355	0.00	2.00
NKAIN3	NM_001304533,NR_130764	0.00	0.00
NKAIN4	NM_152864	9.00	8.00
NKAP	NM_024528	42.00	98.00
NKAPL	NM_001007531	1.00	3.00
NKAPP1	NR_027131	1.00	6.00
NKD1	NM_033119	22.00	21.00
NKD2	NM_001271082,NM_033120	41.00	46.00
NKG7	NM_005601	0.00	4.00
NKILA	NR_131157	0.00	2.00
NKIRAS1	NM_020345	11.00	11.00
NKIRAS2	NM_001001349,NM_001144927,NM_001144928,NM_001144929,NM_017595	226.00	253.00
NKPD1	NM_198478	3.00	0.00
NKRF	NM_001173487,NM_001173488,NM_017544	74.00	95.00
NKTR	NM_005385	74.00	175.00
NKX1-1	NM_001290079	0.00	0.00
NKX1-2	NM_001146340	3.00	20.00
NKX2-1	NM_001079668,NM_003317	0.00	0.00
NKX2-1-AS1	NR_103710	0.00	0.00
NKX2-2	NM_002509	8.00	0.00
NKX2-3	NM_145285	0.00	0.00
NKX2-4	NM_033176	0.00	0.00
NKX2-5	NM_001166175,NM_001166176,NM_004387	14.00	5.00
NKX2-6	NM_001136271	0.00	0.00
NKX2-8	NM_014360	1.00	0.00
NKX3-1	NM_001256339,NM_006167,NR_046072	9.00	0.00
NKX3-2	NM_001189	1.00	1.00
NKX6-1	NM_006168	2.00	0.00
NKX6-2	NM_177400	0.00	0.00
NKX6-3	NM_152568	0.00	0.00
NLE1	NM_001014445,NM_018096	53.00	107.00
NLGN1	NM_014932	6.00	8.00
NLGN1-AS1	NR_046664	0.00	0.00
NLGN2	NM_020795	192.00	223.00
NLGN3	NM_001166660,NM_018977,NM_181303	2.00	1.00
NLGN4X	NM_001282145,NM_001282146,NM_020742,NM_181332	171.00	124.00
NLGN4Y	NM_001164238,NM_001206850,NM_014893,NR_028319,NR_046355	0.00	0.00
NLGN4Y-AS1	NR_046504	0.00	0.00
NLK	NM_016231	33.00	56.00
NLN	NM_020726	116.00	271.00
NLRC3	NM_178844,NR_075083	1.00	1.00
NLRC4	NM_001199138,NM_001199139,NM_001302504,NM_021209	2.00	10.00
NLRC5	NM_032206	11.00	6.00
NLRP1	NM_001033053,NM_014922,NM_033004,NM_033006,NM_033007	1.00	0.00
NLRP10	NM_176821	2.00	15.00
NLRP11	NM_001297743,NM_145007	0.00	0.00
NLRP12	NM_001277126,NM_001277129,NM_144687	8.00	86.00
NLRP13	NM_176810	0.00	0.00
NLRP14	NM_176822	0.00	0.00
NLRP2	NM_001174081_9,NM_001174082_3,NM_001174083_7,NM_017852	2139.68	5930.84
NLRP3	NM_001079821,NM_001127461,NM_001127462,NM_001243133,NM_004895,NM_183395	0.00	0.00
NLRP4	NM_134444	6.00	22.00
NLRP5	NM_153447	0.00	0.00
NLRP6	NM_001276700,NM_138329	0.00	0.00
NLRP7	NM_001127255_9,NM_139176_4,NM_206828	3197.32	14138.16
NLRP8	NM_176811	0.00	0.00
NLRP9	NM_176820	0.00	6.00
NLRX1	NM_001282143,NM_001282144,NM_001282358,NM_024618	20.00	23.00
NMB	NM_021077,NM_205858	7.00	6.00
NMBR	NM_002511	0.00	0.00
NMD3	NM_015938	94.00	101.00
NME1	NM_000269,NM_198175	266.20	395.79
NME1-NME2	NM_001018136,NR_037149	27.19	54.31
NME2	NM_001018137,NM_001018138,NM_001018139,NM_001198682,NM_002512	759.62	1251.90
NME3	NM_002513	12.00	17.00
NME4	NM_001286433,NM_001286435,NM_001286436,NM_001286438,NM_001286439,NM_001286440,NM_005009	237.00	133.00
NME5	NM_003551	0.00	2.00
NME6	NM_001308426,NM_001308427,NM_001308428,NM_001308430,NM_001308431,NM_001308433,NM_001308434,NM_001308435,NM_005793	52.00	67.00
NME7	NM_013330,NM_197972,NR_104229	13.00	6.00
NME8	NM_016616	0.00	0.00
NME9	NM_178130	0.00	0.00
NMI	NM_004688	24.00	58.00
NMNAT1	NM_001297778,NM_001297779,NM_022787	22.00	31.00
NMNAT2	NM_015039,NM_170706	8.00	20.00
NMNAT3	NM_001200047,NM_178177	0.00	0.00
NMRAL1	NM_001305141,NM_001305142_1,NM_020677	42.00	72.00
NMRK1	NM_001127603,NM_017881,NR_023352	6.00	8.00
NMRK2	NM_001289117,NM_170678,NR_110316	36.00	215.00
NMS	NM_001011717	0.00	0.00
NMT1	NM_021079	418.00	611.00
NMT2	NM_001308295,NM_004808	42.00	54.00
NMU	NM_001292045,NM_001292046,NM_006681,NR_120489	22.00	83.00
NMUR1	NM_006056	4.00	10.00
NMUR2	NM_020167	5.00	0.00
NNAT	NM_005386,NM_181689	87.00	37.00
NNMT	NM_006169	81.00	25.00
NNT	NM_012343,NM_182977	82.00	262.00
NNT-AS1	NR_073113	10.00	35.00
NOA1	NM_032313	124.00	269.00
NOB1	NM_014062,NR_074074	194.00	369.00
NOBOX	NM_001080413	0.00	0.00
NOC2L	NM_015658	571.00	1087.00
NOC3L	NM_022451	56.00	89.00
NOC4L	NM_024078	142.00	245.00
NOCT	NM_012118	71.00	231.00
NOD1	NM_006092	43.00	49.00
NOD2	NM_001293557,NM_022162	1.00	0.00
NODAL	NM_018055	145.00	968.00
NOG	NM_005450	4.00	0.00
NOL10	NM_001261392,NM_001261394,NM_024894,NR_048552	111.00	203.00
NOL11	NM_001303272,NM_015462	186.00	366.00
NOL12	NM_024313	38.00	63.00
NOL3	NM_001185057,NM_001276307,NM_001276309,NM_001276311,NM_001276312,NM_001276319,NM_003946	14.00	13.00
NOL4	NM_001198546,NM_001198547,NM_001198548,NM_001198549,NM_001282527,NM_003787	0.00	0.00
NOL4L	NM_001256798,NM_080616	84.00	46.00
NOL6	NM_022917,NM_139235	413.00	586.00
NOL7	NM_016167	103.00	198.00
NOL8	NM_001256394,NM_017948,NR_046106	94.00	198.00
NOL9	NM_024654	98.00	161.00
NOLC1	NM_001284388,NM_001284389,NM_004741	556.00	1164.00
NOM1	NM_138400	70.00	167.00
NOMO1	NM_014287_1	517.30	617.73
NOMO2	NM_001004060,NM_173614,NM_173614_1	420.84	594.27
NOMO3	NM_001004067	63.86	0.00
NONO	NM_001145408,NM_001145409,NM_001145410,NM_007363	1498.00	2675.00
NOP10	NM_018648	252.00	369.00
NOP14	NM_001291978,NM_001291979,NM_003703	200.00	380.00
NOP14-AS1	NR_015453	10.00	8.00
NOP16	NM_001256539,NM_001256540,NM_001291305,NM_001291306,NM_001291307,NM_001291308,NM_016391	87.00	223.00
NOP2	NM_001033714,NM_001258308,NM_001258309,NM_001258310,NM_006170	216.00	468.00
NOP56	NM_006392,NR_027700	552.00	986.00
NOP58	NM_015934	244.00	574.00
NOP9	NM_001286367,NM_174913	139.00	328.00
NOS1	NM_000620,NM_001204213,NM_001204214,NM_001204218	1.00	0.00
NOS1AP	NM_001126060,NM_001164757,NM_014697	9.00	0.00
NOS2	NM_000625	125.00	2.00
NOS3	NM_000603,NM_001160109,NM_001160110,NM_001160111	19.00	24.00
NOSIP	NM_001270960,NM_015953	88.00	136.00
NOSTRIN	NM_001039724,NM_001171631,NM_001171632_1,NM_052946	4.00	1.00
NOTCH1	NM_017617	125.00	197.00
NOTCH2	NM_001200001,NM_024408	504.82	71.00
NOTCH2NL	NM_203458	37.18	7.00
NOTCH3	NM_000435	80.00	90.00
NOTCH4	NM_004557_5	0.00	2.00
NOTO	NM_001134462	0.00	0.00
NOTUM	NM_178493	42.00	6.00
NOV	NM_002514	2.00	0.00
NOVA1	NM_002515,NM_006489,NM_006491	7.00	10.00
NOVA2	NM_002516	3.00	1.00
NOX1	NM_001271815,NM_007052,NM_013955	0.00	0.00
NOX3	NM_015718	0.00	0.00
NOX4	NM_001143836,NM_001143837,NM_001291926,NM_001291927,NM_001291929,NM_001300995,NM_016931,NR_120406	2.00	0.00
NOX5	NM_001184779,NM_001184780,NM_024505,NR_033671,NR_033672	1.00	0.00
NOXA1	NM_001256067,NM_001256068,NM_006647	3.00	0.00
NOXO1	NM_001267721,NM_144603,NM_172167,NM_172168	0.00	2.00
NOXRED1	NM_001113475	0.00	0.00
NPAP1	NM_018958	0.00	1.00
NPAS1	NM_002517	6.00	5.00
NPAS2	NM_002518	27.00	11.00
NPAS3	NM_001164749,NM_001165893,NM_022123,NM_173159	1.00	2.00
NPAS4	NM_178864	0.00	0.00
NPAT	NM_002519	38.00	93.00
NPB	NM_148896	1.00	1.00
NPBWR1	NM_005285	0.00	0.00
NPBWR2	NM_005286	0.00	0.00
NPC1	NM_000271	104.00	172.00
NPC1L1	NM_001101648,NM_001300967,NM_013389	0.00	1.00
NPC2	NM_006432	212.00	249.00
NPDC1	NM_015392	26.00	29.00
NPEPL1	NM_001204872,NM_001204873,NM_024663	32.00	48.00
NPEPPS	NM_006310	408.93	865.70
NPFF	NM_003717	0.00	1.00
NPFFR1	NM_022146	0.00	0.00
NPFFR2	NM_001144756,NM_004885,NM_053036	1.00	1.00
NPHP1	NM_000272,NM_001128178,NM_001128179,NM_207181	5.00	2.00
NPHP3	NM_153240	29.00	9.15
NPHP3-ACAD11	NR_037804	0.00	15.76
NPHP3-AS1	NR_002811	0.00	0.00
NPHP4	NM_001291593,NM_001291594,NM_015102,NR_111987	49.00	46.00
NPHS1	NM_004646	1.00	3.00
NPHS2	NM_001297575,NM_014625	0.00	0.00
NPIPA1	NM_006985,NM_006985_1	20.57	35.84
NPIPA2	NM_001277324,NM_001277324_1	9.36	13.73
NPIPA3	NM_001277323,NM_001277323_1	0.00	0.00
NPIPA5	NM_001277325	0.00	5.22
NPIPA7	NM_001282507_1,NM_001282507_2,NM_001282507_3	27.60	29.73
NPIPA8	NM_001282511,NM_001282511_3,NM_001282511_4	27.60	29.73
NPIPB11	NM_001310137	10.21	50.97
NPIPB15	NM_001306094	5.00	22.38
NPIPB3	NM_130464	112.61	263.86
NPIPB4	NM_001310148	11.09	22.43
NPIPB5	NM_001135865	211.26	535.14
NPIPB6	NM_001282524	7.00	1.74
NPIPB8	NM_001310136	0.00	7.88
NPIPB9	NM_001287250,NM_001287251	0.00	0.00
NPL	NM_001200050,NM_001200051,NM_001200052,NM_001200056,NM_030769	9.00	9.00
NPLOC4	NM_017921,NR_130139,NR_130140	396.00	650.00
NPM1	NM_001037738,NM_002520,NM_199185	2839.00	5445.00
NPM2	NM_001286680,NM_001286681,NM_182795	0.00	1.00
NPM3	NM_006993	58.00	145.00
NPNT	NM_001033047,NM_001184690,NM_001184691,NM_001184692,NM_001184693	40.00	18.00
NPPA	NM_006172	0.00	0.00
NPPA-AS1	NR_037806	0.00	3.48
NPPB	NM_002521	137.00	19.00
NPPC	NM_024409	4.00	1.00
NPR1	NM_000906	0.00	2.00
NPR2	NM_003995	55.00	26.00
NPR3	NM_000908,NM_001204375,NM_001204376	0.00	3.00
NPRL2	NM_006545	43.00	56.00
NPRL3	NM_001039476,NM_001077350,NM_001243247,NM_001243248,NM_001243249	107.00	140.00
NPS	NM_001030013	0.00	0.00
NPSR1	NM_001300933,NM_001300934,NM_001300935,NM_207172,NM_207173	0.00	0.00
NPSR1-AS1	NR_015356,NR_033664,NR_033665	0.00	7.00
NPTN	NM_001161363,NM_001161364,NM_012428,NM_017455	450.00	401.00
NPTN-IT1	NR_103844	0.00	2.00
NPTX1	NM_002522	59.00	25.00
NPTX2	NM_002523	63.00	27.00
NPTXR	NM_014293	97.00	60.00
NPVF	NM_022150	0.00	0.00
NPW	NM_001099456	4.00	8.00
NPY	NM_000905	2.00	0.00
NPY1R	NM_000909	44.00	5.00
NPY2R	NM_000910	0.00	1.00
NPY4R	NM_001278794,NM_001278794_1,NM_005972	1.00	0.00
NPY5R	NM_006174	0.00	1.00
NPY6R	NR_002713	0.00	1.00
NQO1	NM_000903,NM_001025433,NM_001025434,NM_001286137	64.00	92.00
NQO2	NM_000904,NM_001290221,NM_001290222	66.00	96.00
NR0B1	NM_000475	8.00	0.00
NR0B2	NM_021969	0.00	0.00
NR1D1	NM_021724	76.00	64.00
NR1D2	NM_001145425,NM_005126,NR_110524	32.00	70.00
NR1H2	NM_001256647,NM_007121	111.00	239.00
NR1H3	NM_001130101,NM_001130102,NM_001251934,NM_001251935,NM_005693	27.00	22.00
NR1H4	NM_001206977,NM_001206978,NM_001206979,NM_001206992,NM_001206993,NM_005123	0.00	0.00
NR1I2	NM_003889,NM_022002,NM_033013	0.00	0.00
NR1I3	NM_001077469,NM_001077470,NM_001077471,NM_001077472,NM_001077473,NM_001077474,NM_001077475,NM_001077476,NM_001077477,NM_001077478,NM_001077479,NM_001077480,NM_001077481,NM_001077482,NM_005122	0.00	0.00
NR2C1	NM_001032287,NM_001127362,NM_003297	65.00	139.00
NR2C2	NM_001291694,NM_003298	81.00	114.00
NR2C2AP	NM_001300945,NM_176880	34.00	35.00
NR2E1	NM_001286102,NM_003269	0.00	0.00
NR2E3	NM_014249,NM_016346	1.00	0.00
NR2F1	NM_005654	63.00	14.00
NR2F1-AS1	NR_021490,NR_021491,NR_109818,NR_109819,NR_109820,NR_109821,NR_109822,NR_109823,NR_109824,NR_109825	3.00	0.00
NR2F2	NM_001145155,NM_001145156,NM_001145157,NM_021005	226.00	109.00
NR2F2-AS1	NR_102743,NR_102744,NR_125738	0.00	0.00
NR2F6	NM_005234	303.00	353.00
NR3C1	NM_000176,NM_001018074,NM_001018075,NM_001018076,NM_001018077,NM_001020825,NM_001024094,NM_001204258,NM_001204259,NM_001204260,NM_001204261,NM_001204262,NM_001204263,NM_001204264,NM_001204265	17.00	11.00
NR3C2	NM_000901,NM_001166104	4.00	4.00
NR4A1	NM_001202233,NM_001202234,NM_002135,NM_173157	32.00	33.00
NR4A2	NM_006186	18.00	13.00
NR4A3	NM_006981,NM_173199,NM_173200	2.00	0.00
NR5A1	NM_004959	2.00	2.00
NR5A2	NM_001276464,NM_003822,NM_205860	8.00	52.00
NR6A1	NM_001278546,NM_001489,NM_033334	427.00	298.00
NRADDP	NR_024046	0.00	0.00
NRAP	NM_001261463,NM_006175,NM_198060	0.00	0.00
NRARP	NM_001004354	11.00	12.00
NRAS	NM_002524	332.00	380.00
NRAV	NR_038854	4.00	11.00
NRBF2	NM_001282405,NM_030759	91.00	427.00
NRBP1	NM_013392	680.00	1133.00
NRBP2	NM_178564	86.00	378.00
NRCAM	NM_001037132,NM_001193582,NM_001193583,NM_001193584,NM_005010	11.00	11.00
NRD1	NM_001101662,NM_001242361,NM_002525	447.00	1062.00
NRDE2	NM_017970	46.00	52.00
NREP	NM_001142474,NM_001142475,NM_001142476,NM_001142477,NM_001142478,NM_001142479,NM_001142480,NM_001142481,NM_001142482,NM_001142483,NM_004772	488.00	378.00
NREP-AS1	NR_046678	0.00	0.00
NRF1	NM_001040110,NM_001293163,NM_001293164,NM_005011	49.00	97.00
NRG1	NM_001159995,NM_001159996,NM_001159999,NM_001160001,NM_001160002,NM_001160004,NM_001160005,NM_001160007,NM_001160008,NM_004495,NM_013956,NM_013957,NM_013958,NM_013959,NM_013960,NM_013962,NM_013964	26.00	43.00
NRG1-IT1	NR_104156,NR_104157,NR_104158	0.00	0.00
NRG1-IT3	NR_047475	0.00	0.00
NRG2	NM_001184935,NM_004883,NM_013981,NM_013982,NM_013983	3.00	3.00
NRG3	NM_001010848,NM_001165972,NM_001165973	0.00	0.00
NRG3-AS1	NR_120666	0.00	0.00
NRG4	NM_138573	0.00	0.00
NRGN	NM_001126181,NM_006176	26.00	19.00
NRIP1	NM_003489	133.00	61.00
NRIP2	NM_031474	0.00	0.00
NRIP3	NM_020645	16.00	45.00
NRIR	NR_126359	0.00	0.00
NRK	NM_198465	22.00	1.00
NRL	NM_006177	2.00	3.00
NRM	NM_001270707,NM_001270708_4,NM_001270709,NM_001270710,NM_007243,NR_073065,NR_073066,NR_073072_2	58.00	39.00
NRN1	NM_001278710,NM_001278711,NM_016588	46.00	75.00
NRN1L	NM_198443	2.00	2.00
NRON	NR_045006	0.00	0.00
NRP1	NM_001024628,NM_001024629,NM_001244972,NM_001244973,NM_003873,NR_045259	296.00	86.00
NRP2	NM_003872,NM_018534,NM_201264,NM_201266,NM_201267,NM_201279	196.00	208.00
NRROS	NM_198565	22.00	123.00
NRSN1	NM_080723	0.00	0.00
NRSN2	NM_024958	127.00	121.00
NRSN2-AS1	NR_109990	1.00	7.00
NRTN	NM_004558	7.00	6.00
NRXN1	NM_001135659,NM_004801,NM_138735	21.00	2.00
NRXN2	NM_015080,NM_138732,NM_138734	103.00	112.00
NRXN3	NM_001105250,NM_001272020,NM_004796,NM_138970,NR_073546,NR_073547	6.00	3.00
NSA2	NM_001271665,NM_014886,NR_073403	223.00	421.00
NSD1	NM_022455,NM_172349	383.00	843.00
NSDHL	NM_001129765,NM_015922	223.00	347.00
NSF	NM_006178_2,NR_040116_2	201.31	324.02
NSFL1C	NM_001206736,NM_016143,NM_018839,NR_038164	229.00	344.00
NSFP1	NR_033799,NR_033799_1	4.69	5.98
NSG1	NM_001040101,NM_001287763,NM_001287764,NM_014392	37.00	32.00
NSL1	NM_001042549,NM_001297736,NM_001297737,NM_001297739,NM_015471	69.00	147.00
NSMAF	NM_001144772,NM_003580	138.00	550.00
NSMCE1	NM_145080	49.00	57.00
NSMCE2	NM_173685	24.00	21.00
NSMCE4A	NM_001167865,NM_017615	48.00	90.00
NSMF	NM_001130969,NM_001130970,NM_001130971,NM_001178064,NM_015537	129.00	120.00
NSRP1	NM_001261467,NM_032141	59.00	170.00
NSUN2	NM_001193455,NM_017755,NR_037947	237.00	496.00
NSUN3	NM_022072	6.00	7.00
NSUN4	NM_001256127,NM_001256128,NM_199044,NR_045789,NR_045790,NR_045791	70.00	185.00
NSUN5	NM_001168347,NM_001168348,NM_018044,NM_148956	158.13	332.82
NSUN5P1	NR_033322,NR_104013	16.24	45.58
NSUN5P2	NR_033323	18.63	31.60
NSUN6	NM_182543	11.00	23.00
NSUN7	NM_024677	15.00	30.00
NT5C	NM_001252377,NM_014595,NR_045513	56.00	87.00
NT5C1A	NM_032526	0.00	0.00
NT5C1B	NM_001002006,NM_001199086,NM_001199087,NM_001199088,NM_033253	0.00	0.00
NT5C1B-RDH14	NM_001199103,NM_001199104	0.00	0.00
NT5C2	NM_001134373,NM_012229	125.00	168.00
NT5C3A	NM_001002009,NM_001002010,NM_001166118,NM_016489	20.00	44.00
NT5C3B	NM_052935,NR_033464,NR_033465	64.00	56.00
NT5DC1	NM_152729	41.00	65.00
NT5DC2	NM_001134231,NM_022908	306.00	250.00
NT5DC3	NM_001031701	23.00	34.00
NT5E	NM_001204813,NM_002526	0.00	1.00
NT5M	NM_020201	3.00	12.00
NTAN1	NM_001270766,NM_001270767_1,NM_173474	33.00	69.00
NTF3	NM_001102654,NM_002527	14.00	9.00
NTF4	NM_006179	3.00	0.00
NTHL1	NM_002528	30.00	56.00
NTM	NM_001048209,NM_001144058,NM_001144059,NM_016522	3.00	0.00
NTM-IT	NR_046820	0.00	0.00
NTMT1	NM_001286796,NM_001286797,NM_001286798,NM_001286799,NM_001286800,NM_001286801,NM_001286802,NM_001286803,NM_014064,NR_104596	66.00	193.00
NTN1	NM_004822	19.00	53.00
NTN3	NM_006181	4.00	1.00
NTN4	NM_021229	13.00	12.00
NTN5	NM_145807	0.00	0.00
NTNG1	NM_001113226,NM_001113228,NM_014917	0.00	3.00
NTNG2	NM_032536	2.00	2.00
NTPCR	NM_032324	25.00	64.00
NTRK1	NM_001007792,NM_001012331,NM_002529	3.00	1.00
NTRK2	NM_001007097,NM_001018064,NM_001018065,NM_001018066,NM_001291937,NM_006180	51.00	5.00
NTRK3	NM_001007156,NM_001012338,NM_001243101,NM_002530	5.00	9.00
NTRK3-AS1	NR_038229	0.00	0.00
NTS	NM_006183	11.00	23.00
NTSR1	NM_002531	0.00	0.00
NTSR2	NM_012344	0.00	0.00
NUAK1	NM_014840	85.00	50.00
NUAK2	NM_030952	113.00	45.00
NUB1	NM_001243351,NM_016118	40.00	57.00
NUBP1	NM_001278506,NM_002484	69.00	109.00
NUBP2	NM_001284501,NM_001284502,NM_012225,NR_104318	117.00	217.00
NUBPL	NM_001201573,NM_001201574,NM_025152,NR_120408	24.00	35.00
NUCB1	NM_006184	832.00	1217.00
NUCB1-AS1	NR_046633	0.00	0.00
NUCB2	NM_005013	72.00	23.00
NUCKS1	NM_022731	762.00	1069.00
NUDC	NM_006600	361.00	756.00
NUDCD1	NM_001128211,NM_032869	66.00	250.00
NUDCD2	NM_145266	16.00	61.00
NUDCD3	NM_015332	135.00	204.00
NUDT1	NM_002452,NM_198948,NM_198949,NM_198950,NM_198952,NM_198953,NM_198954	49.00	100.00
NUDT10	NM_001304963,NM_153183	9.00	5.26
NUDT11	NM_018159	23.00	18.74
NUDT12	NM_001300741,NM_031438	16.00	16.00
NUDT13	NM_001283014,NM_001283015,NM_001283016,NM_001283017,NM_001283019,NM_015901,NR_104264	3.00	5.00
NUDT14	NM_177533	7.00	15.00
NUDT15	NM_001304745,NM_018283	112.00	321.00
